smiles	randomized_smiles
O=C(O)[C@@H]1[C@@H]2C(=O)N([C@H](c3ccc(Br)cc3)c3nnnn3C(c3ccccc3)c3ccccc3)C[C@]23C=C[C@H]1O3	c1([C@@H](N2C[C@@]34[C@H]([C@@H](C(O)=O)[C@@H](C=C3)O4)C2=O)c2n(C(c3ccccc3)c3ccccc3)nnn2)ccc(Br)cc1
CN(CCNc1ncccc1C#N)C(=O)c1c(F)cccc1Cl	c1(F)c(C(=O)N(CCNc2ncccc2C#N)C)c(Cl)ccc1
C=CCCC(=O)N1C[C@H](CNC(=O)CCc2ccon2)[C@@H](O)C1	C=CCCC(=O)N1C[C@H](O)[C@@H](CNC(CCc2ccon2)=O)C1
Cc1[nH]ccc1C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@@H]3CCN(C(=O)OC(C)(C)C)C[C@@H]3F)C[C@@H]21	N(C[C@@H]1OC[C@@H]2CCN(C([C@@H]3CCN(C(=O)OC(C)(C)C)C[C@@H]3F)=O)C[C@H]12)C(=O)c1cc[nH]c1C
CSc1ccc(CNC[C@](C)(O)c2cccs2)cc1	c1ccsc1[C@](CNCc1ccc(SC)cc1)(O)C
O=S(=O)(Nc1ccc(F)cc1)c1ccc(I)cc1	Fc1ccc(NS(=O)(c2ccc(I)cc2)=O)cc1
Cc1cc(C(=O)N[C@H](C)CN(C)C(=O)c2cnc3cccnn23)co1	C(=O)(c1cnc2cccnn12)N(C[C@@H](C)NC(=O)c1coc(C)c1)C
COc1ccc(C(=O)NN2CCOCC2)c(Cl)c1	C1N(NC(=O)c2ccc(OC)cc2Cl)CCOC1
CCc1ncnc(NCc2c(CC)noc2CC)c1F	c1(CNc2ncnc(CC)c2F)c(CC)onc1CC
CN(C)CCN(Cc1ccccn1)S(=O)(=O)c1c[nH]c2cccc(F)c12	[nH]1cc(S(=O)(N(Cc2ccccn2)CCN(C)C)=O)c2c1cccc2F
C[C@@H](NS(C)(=O)=O)c1nnc(N2CCC(C)(C)CC2)n1C[C@H](c1ccccc1Cl)N(C)C	N(S(C)(=O)=O)[C@@H](c1n(C[C@H](c2c(Cl)cccc2)N(C)C)c(N2CCC(C)(C)CC2)nn1)C
COc1cccc(-c2cc(C(=O)N[C@@H]3C[C@@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC=CCC3)c[nH]2)c1	C1[C@@H](C(N2[C@@H]3C[C@@H](NC(c4cc(-c5cc(OC)ccc5)[nH]c4)=O)C[C@H]2CC3)=O)CCC=C1
Cc1ccn(C[C@@H](C)C(=O)N2CCCN(C(=O)[C@@H]3C[C@H]3C3CC3)CC2)n1	C1CCN(C(=O)[C@H]2[C@H](C3CC3)C2)CCN1C(=O)[C@H](C)Cn1nc(C)cc1
CN(C)CCN(CC1=Cc2cc(Br)ccc2OC1)C[C@@H]1CCCO1	C1CCO[C@@H]1CN(CC1=Cc2cc(Br)ccc2OC1)CCN(C)C
COC(=O)[C@@]1(C)COCCN1C1CCN(C(C)C)CC1	C1C(N2CCOC[C@@]2(C(OC)=O)C)CCN(C(C)C)C1
CCCN(CCNC(=O)c1nn(C)cc1Cl)[C@H](C)COC	Cn1cc(Cl)c(C(=O)NCCN(CCC)[C@@H](COC)C)n1
CCOC(=O)C[C@@H](NC(=O)[C@@H]1CN(C(=O)C(C)(C)C)CCO1)c1ccc(F)cc1	c1c([C@H](NC(=O)[C@@H]2CN(C(=O)C(C)(C)C)CCO2)CC(OCC)=O)ccc(F)c1
C=CC[C@H](C)C(=O)NC[C@@]12CCCO[C@@H]1CCN(C(=O)[C@H](C)n1ccccc1=O)C2	C(NC[C@]12[C@H](OCCC1)CCN(C([C@@H](n1ccccc1=O)C)=O)C2)(=O)[C@H](CC=C)C
CCC(=O)NCC(=O)N[C@H]1C[C@H](NC(=O)C[C@H]2CCC(=O)N2)C1	N1C(=O)CC[C@@H]1CC(=O)N[C@H]1C[C@H](NC(=O)CNC(CC)=O)C1
C[C@@H]1C[C@@H](C(=O)N2CCC(C)(NC(=O)[C@@H]3C[C@@H]4C[C@@H]4C3)CC2)CO1	C1[C@@H](C(=O)NC2(C)CCN(C([C@H]3CO[C@H](C)C3)=O)CC2)C[C@H]2C[C@@H]12
C=C=CCNC(=O)Nc1cccc(CN2CCOC2=O)c1	C(=C)=CCNC(=O)Nc1cccc(CN2CCOC2=O)c1
Cc1ccc2[nH]cc(CC(=O)N3[C@H]4CC[C@@H]3C[C@H](NC(=O)[C@@H](C)CN)C4)c2c1	c1c(CC(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)[C@@H](C)CN)C3)c2c(ccc(C)c2)[nH]1
C[C@H](C(=O)N1CCC(N2CCC(NC(=O)C(=O)C3CC3)CC2)CC1)N1C[C@H]2C[C@H]2C1	C1(N2CCC(NC(=O)C(=O)C3CC3)CC2)CCN(C(=O)[C@@H](C)N2C[C@@H]3[C@H](C2)C3)CC1
C=C[C@@H]1OCC[C@H]1C(=O)NCc1cn([C@H]2CCN(CCO)C2)nn1	C(NC(=O)[C@H]1[C@H](C=C)OCC1)c1cn([C@@H]2CN(CCO)CC2)nn1
CN(Cc1nccn1C(F)F)C1CC(N)C1	NC1CC(N(Cc2nccn2C(F)F)C)C1
Cn1ncc(Br)c1C(=O)N[C@H](CN)C1CCCC1	C1CC([C@@H](CN)NC(c2c(Br)cnn2C)=O)CC1
COc1ccc(CN[C@@H](C)CNC(=O)CC2CCCC2)cc1F	O=C(NC[C@H](C)NCc1cc(F)c(OC)cc1)CC1CCCC1
CC(C)[C@H](NC(=O)[C@]1(F)CCN(C(=O)OCc2ccccc2)C1)c1nc(C2CC2)no1	O=C(N[C@H](c1onc(C2CC2)n1)C(C)C)[C@]1(F)CCN(C(OCc2ccccc2)=O)C1
CCCCOC(=O)CCN(CC1CC1)C1CCC1	C(CCC)OC(=O)CCN(C1CCC1)CC1CC1
COC1(C)CCN(CC(=O)c2cc(C)[nH]c2C)CC1	N1(CC(c2cc(C)[nH]c2C)=O)CCC(OC)(C)CC1
N#Cc1ccc(C(=O)N2CC[C@H](CNC(=O)CN3CC(=O)NC3=O)[C@H]2c2cccnc2)c(Cl)c1	O=C(c1c(Cl)cc(C#N)cc1)N1[C@H](c2cnccc2)[C@@H](CNC(CN2CC(=O)NC2=O)=O)CC1
COc1cc(OC)cc(N(C)CCOC(=O)N(C)C)c1	COc1cc(OC)cc(N(CCOC(N(C)C)=O)C)c1
O=C(CC1CC1)NC[C@H]1CN(C(=O)c2cncs2)C[C@@H]1O	s1cncc1C(=O)N1C[C@H](O)[C@@H](CNC(CC2CC2)=O)C1
Cc1ccc(C(=O)N[C@@H](CNC(=O)c2cnn(C)c2N)C2CC2)s1	Cc1ccc(C(=O)N[C@H](C2CC2)CNC(=O)c2cnn(C)c2N)s1
CCOCCOCCN(C)C[C@H]1CCC(C)(C)O1	C(CN(C)C[C@H]1CCC(C)(C)O1)OCCOCC
CCOc1ccc2cc(-c3ccc(F)c(CNC(C)=O)c3)ccc2c1	O(c1ccc2cc(-c3cc(CNC(=O)C)c(F)cc3)ccc2c1)CC
Cc1cnoc1C(=O)N1C[C@H](NC(=O)c2cnnn2C)CC[C@H]1C	O=C(N1[C@H](C)CC[C@@H](NC(=O)c2n(C)nnc2)C1)c1c(C)cno1
CC1=C(C(=O)NC[C@@H]2CCN(C(=O)c3cc4c[nH]c5nccc-5c4n3C)[C@H]2c2cccnc2)CCO1	n1(C)c(C(=O)N2CC[C@@H](CNC(=O)C3=C(C)OCC3)[C@@H]2c2cccnc2)cc2c[nH]c3nccc-3c12
Cc1ccccc1CC(=O)NC1CCC(Nc2cncc(C#N)n2)CC1	c1c(C#N)nc(NC2CCC(NC(Cc3ccccc3C)=O)CC2)cn1
C[C@H]1CCc2n[nH]cc2[C@@H]1C(=O)N1CC(O)(CNC(=O)C2CC2)C1	C1(O)(CNC(=O)C2CC2)CN(C([C@@H]2[C@@H](C)CCc3n[nH]cc32)=O)C1
O=C1CC[C@@H](CC(=O)N[C@H]2C[C@H](CNC(=O)c3c[nH]c(-c4nn[nH]n4)c3)C2)N1	O=C1N[C@H](CC(=O)N[C@H]2C[C@H](CNC(c3cc(-c4nn[nH]n4)[nH]c3)=O)C2)CC1
COc1ccccc1C(=O)N1CC[C@@]2(C1)CN(C(=O)c1cccnc1C(=O)OC(C)C)CCO2	c1cc(C(N2C[C@]3(CC2)CN(C(=O)c2cccnc2C(OC(C)C)=O)CCO3)=O)c(OC)cc1
C[C@H](Cc1cccs1)C(=O)N1CCC[C@H](Nc2ncc(F)cn2)C1	O=C([C@H](C)Cc1sccc1)N1CCC[C@H](Nc2ncc(F)cn2)C1
CCOc1ccccc1OCc1nnc(N(C)Cc2cnn(C)c2)n1Cc1nc(C)cs1	n1(C)cc(CN(c2n(Cc3scc(C)n3)c(COc3c(OCC)cccc3)nn2)C)cn1
Cc1nn(C(C)(C)C)c(C)c1C(=O)N[C@H](C)CNC(=O)[C@H](C)C#N	C(n1nc(C)c(C(N[C@@H](CNC(=O)[C@@H](C#N)C)C)=O)c1C)(C)(C)C
O=Cc1cccc(OCC2CC2)c1	C(Oc1cc(C=O)ccc1)C1CC1
CCC(=O)N1CC[C@H](N2CCN(c3ncnc4c3ncn4C)CC2)C1	C1N([C@H]2CCN(C(=O)CC)C2)CCN(c2ncnc3n(C)cnc23)C1
COCC1(C)CCN(c2nnc(C(=O)Nc3ccccn3)n2C[C@H]2CCCO[C@H]2C(C)(C)C)CC1	c1nc(NC(=O)c2n(C[C@@H]3[C@H](C(C)(C)C)OCCC3)c(N3CCC(C)(COC)CC3)nn2)ccc1
Clc1ccc2oc(Nc3cscn3)nc2c1	c1(Nc2oc3ccc(Cl)cc3n2)ncsc1
CN1CCCC[C@@H]1C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)C2	[C@H]1(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C[C@H]2CC[C@@H](C1)N2C(=O)[C@H]1CCCCN1C
COCC(COC)N1CCN(c2nnc(C(C)C)n2C[C@@H]2CCCCO2)CC1	C1N(C(COC)COC)CCN(c2n(C[C@@H]3CCCCO3)c(C(C)C)nn2)C1
O=C(N[C@H]1C[C@H](CNC(=O)[C@@H]2C[C@@H]3C=C[C@H]2CC3)C1)c1cccnn1	[C@H]1(NC(c2cccnn2)=O)C[C@H](CNC([C@@H]2C[C@@H]3C=C[C@H]2CC3)=O)C1
Cc1ccc(C(=O)Nc2cc([C@@H]3CCCCN3C(=O)[C@H]3CC(=O)N(C4CCCC4)C3)[nH]n2)c(O)n1	C(Nc1cc([C@@H]2CCCCN2C(=O)[C@@H]2CN(C3CCCC3)C(=O)C2)[nH]n1)(c1ccc(C)nc1O)=O
CC(C)(C)c1csc(CN2C(=O)N[C@H](c3ccsc3)C2=O)n1	CC(c1nc(CN2C(=O)[C@@H](c3ccsc3)NC2=O)sc1)(C)C
COc1ccc(-c2nc(CS(=O)(=O)[C@@H](C)C(=O)Nc3cc(C)ccc3OC)cs2)c(OC)c1	c1cc(OC)cc(OC)c1-c1nc(CS([C@@H](C)C(=O)Nc2cc(C)ccc2OC)(=O)=O)cs1
O=C(O)[C@@H]1CCN(Cc2cc([N+](=O)[O-])ccc2Cl)C1	c1(CN2CC[C@@H](C(O)=O)C2)cc([N+](=O)[O-])ccc1Cl
C=CC(=O)NCCC(=O)NCCN1CCCOCC1	C1CCN(CCNC(CCNC(C=C)=O)=O)CCO1
CN(CC1=CCSC1)C(=O)NCc1cccc2cc[nH]c12	N(C(=O)NCc1cccc2cc[nH]c21)(CC1=CCSC1)C
COc1ccc(-c2nn(Cc3ccccc3)cc2C(=O)N[C@@H]2CC[S@@](=O)C2)cc1OC	N(C(c1c(-c2cc(OC)c(OC)cc2)nn(Cc2ccccc2)c1)=O)[C@H]1C[S@](=O)CC1
C[C@@H]1C[C@@H](NCC(=O)N2CCC2)CN1C(=O)c1ccc(=O)n(C)n1	[C@H]1(NCC(N2CCC2)=O)CN(C(c2nn(C)c(=O)cc2)=O)[C@H](C)C1
CCn1cc(O[C@@H]2CN(C(=O)Cc3ccsc3C)C[C@@H]2O)cn1	[C@H]1(Oc2cnn(CC)c2)[C@@H](O)CN(C(Cc2ccsc2C)=O)C1
CC(C)(C)C(=O)C(=O)N1C[C@H]2[C@H](NC(=O)C[C@@H]3CC(=O)NC3=O)[C@H]2C1	O=C(C[C@@H]1CC(=O)NC1=O)N[C@@H]1[C@H]2CN(C(C(C(C)(C)C)=O)=O)C[C@@H]12
CCCC(=O)N1CCC[C@H]1CNC(=O)Cc1ccc2c[nH]nc2c1	[C@@H]1(CNC(=O)Cc2cc3n[nH]cc3cc2)CCCN1C(=O)CCC
C[C@H](CO)NC(=O)NCCCc1ccccc1F	c1ccc(CCCNC(N[C@@H](CO)C)=O)c(F)c1
CCN(CC)C(=O)CSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CC[C@H](C(C)(C)C)C3	c1(SCC(=O)N(CC)CC)n(-c2ccccc2)c(=O)c2c(n1)sc1c2CC[C@H](C(C)(C)C)C1
CC1(C(=O)N2CC3(CCN(C(=O)[C@@H]4CCC4(F)F)CC3)C2)CC1	O=C([C@@H]1CCC1(F)F)N1CCC2(CN(C(=O)C3(C)CC3)C2)CC1
Cc1nc2ccccc2n1C1CCN(CCC(=O)Nc2cccc(F)c2)CC1	c1cc2c(n(C3CCN(CCC(Nc4cccc(F)c4)=O)CC3)c(C)n2)cc1
CC[C@H](NC)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)[C@@H]1CC(F)(F)CN1C(=O)OC(C)(C)C	C1C(F)(F)C[C@@H](C(=O)N[C@H]2[C@H]3CN(C([C@H](CC)NC)=O)C[C@@H]2COC3)N1C(=O)OC(C)(C)C
C=C(C)[C@H](NC(=O)C(=O)Nc1cccc([C@@H]2CNC(=O)C2)c1)c1ccc(F)c(F)c1	c1c(NC(C(N[C@@H](C(=C)C)c2ccc(F)c(F)c2)=O)=O)cccc1[C@@H]1CNC(=O)C1
CC[C@H](C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)c3cccc4cccnc34)C[C@@H]21)c1ccccc1	c1cccc([C@@H](C(=O)NC[C@@H]2OC[C@H]3[C@@H]2CN(C(=O)c2c4c(ccc2)cccn4)CC3)CC)c1
C[C@@H](NC(=S)Nc1ccc(Cc2ccccn2)cc1)c1ccccc1	S=C(N[C@@H](c1ccccc1)C)Nc1ccc(Cc2ccccn2)cc1
CC[C@H](C)CS(=O)(=O)Cc1nncs1	c1(CS(C[C@H](CC)C)(=O)=O)scnn1
Cc1cc(C=c2sc(=C(C#N)C(=O)C(C)C)n(C[C@H]3CCOC3)c2=O)ccc1F	O=C(C(C)C)C(C#N)=c1n(C[C@H]2CCOC2)c(=O)c(=Cc2cc(C)c(F)cc2)s1
Cc1nc(NCCN2CCCC2)c2c(C)csc2n1	C1CCCN1CCNc1nc(C)nc2scc(C)c12
CC[C@H](C)[C@@H](N)C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)[C@H]3CCCN(C(=O)OC(C)(C)C)C3)[C@H]2C1	C1N(C(OC(C)(C)C)=O)CCC[C@@H]1C(=O)NC[C@@H]1OC[C@@H]2CCN(C([C@H](N)[C@H](CC)C)=O)C[C@H]12
C[C@@H]1C(=O)NCCN1CC(=O)NCc1cccc(COCc2ccco2)c1	C(OCc1cccc(CNC(=O)CN2[C@H](C)C(=O)NCC2)c1)c1occc1
O=C(CCSCC1CCC1)N1CCCCC1	N1(C(=O)CCSCC2CCC2)CCCCC1
C[C@@H]1CC[C@@H](Cn2c(C(=O)Nc3ccccn3)nnc2N2CCC(C#N)CC2)C1	N1(c2n(C[C@H]3C[C@H](C)CC3)c(C(=O)Nc3ccccn3)nn2)CCC(C#N)CC1
COC(=O)C12CCC(C(=O)N3CC[C@H]4CO[C@@H](CNC(=O)c5cnc(C)cn5)[C@H]4C3)(CC1)CC2	C1N(C(=O)C23CCC(C(=O)OC)(CC2)CC3)CC[C@H]2CO[C@@H](CNC(=O)c3ncc(C)nc3)[C@@H]12
Cn1cc(CC(=O)N[C@H]2CCN(C(=O)c3cnn(C)n3)C2)cn1	C(N1C[C@@H](NC(Cc2cnn(C)c2)=O)CC1)(=O)c1cnn(C)n1
O=C(CC[C@@H]1CCCO1)N1C[C@H]2CCN(CCC3CCCC3)C[C@H]21	C1CCO[C@@H]1CCC(=O)N1C[C@@H]2[C@H]1CN(CCC1CCCC1)CC2
COc1ccc(OC)c([C@H](O)CNC(=O)Nc2ccc(C(N)=O)cc2OC)c1	N(C(NC[C@@H](O)c1c(OC)ccc(OC)c1)=O)c1c(OC)cc(C(N)=O)cc1
COc1cccc(N2C[C@@H](C(=O)N[C@@H]3C[C@@H]4CC[C@H](C3)N4C(=O)[C@H](C)Oc3ccccc3)CC2=O)c1	C1[C@@H]2CC[C@H](C[C@@H]1NC(=O)[C@H]1CC(=O)N(c3cc(OC)ccc3)C1)N2C(=O)[C@H](C)Oc1ccccc1
O=C(N[C@@H]1CCCN(Cc2ccon2)CC1)c1ccnc2ccnn12	c1nn2c(C(=O)N[C@H]3CCN(Cc4nocc4)CCC3)ccnc2c1
Cc1nc(CN2CCCC[C@@H]2CN2CCCC2=O)cs1	N1(Cc2csc(C)n2)CCCC[C@@H]1CN1CCCC1=O
Cc1cc(Oc2ncccn2)ccc1NC(=O)N1CCC(n2c(C)nc3ccccc32)CC1	c12ccccc1n(C1CCN(C(=O)Nc3c(C)cc(Oc4ncccn4)cc3)CC1)c(C)n2
C#CCO[C@H](C)C(=O)N1CCCC[C@H]1c1cc(NC(=O)c2cn(C(C)(C)C)nn2)n[nH]1	c1n(C(C)(C)C)nnc1C(Nc1n[nH]c([C@@H]2CCCCN2C(=O)[C@H](OCC#C)C)c1)=O
CC(C)n1nc(C(=O)N2CC[C@@H](CNC(=O)c3ccc([N+](=O)[O-])[nH]3)[C@@H]2c2cccnc2)cc1C(=O)O	C(=O)(c1[nH]c([N+]([O-])=O)cc1)NC[C@H]1[C@H](c2cccnc2)N(C(=O)c2cc(C(O)=O)n(C(C)C)n2)CC1
Cc1[nH]c2ccccc2c1CCNC(=O)C(=O)Nc1ccc(F)cc1C(=O)N(C)C	c1cccc2[nH]c(C)c(CCNC(=O)C(Nc3ccc(F)cc3C(=O)N(C)C)=O)c12
COc1c(Cl)cccc1NC(=O)N1C[C@@H](C(=O)N2CCOCC2)[C@@H](C)C1	N1(C(=O)[C@H]2[C@@H](C)CN(C(=O)Nc3cccc(Cl)c3OC)C2)CCOCC1
CC1CCN(C[C@H](C)N[C@H]2CC[C@@H]2C2CC2)CC1	[C@H](CN1CCC(C)CC1)(N[C@H]1CC[C@@H]1C1CC1)C
CCCC(=O)Nc1cccc(CNC(=O)/C=C\c2ccccc2OC(F)(F)F)c1	N(Cc1cc(NC(CCC)=O)ccc1)C(=O)/C=C\c1ccccc1OC(F)(F)F
CCN(CC)C(=O)CCC(=O)Nc1ccc(O)c(Cl)c1	C(CC(=O)Nc1ccc(O)c(Cl)c1)C(N(CC)CC)=O
C=C1CCN(CCC(=O)N(C)CC)CC1	N1(CCC(N(CC)C)=O)CCC(=C)CC1
C[C@@H](NCC(=O)NC(N)=O)[C@H]1CCCN(C(=O)c2cocn2)C1	C(C(NC(N)=O)=O)N[C@@H]([C@H]1CCCN(C(=O)c2ncoc2)C1)C
C/C=C(/C)c1nc(C2CCC2)no1	n1c(C2CCC2)noc1/C(=C\C)C
CC(C)N1CC(Nc2cnccc2N2CCOCC2)C1	C1N(c2c(NC3CN(C(C)C)C3)cncc2)CCOC1
CC(C)[C@@H](C(=O)Nc1cccc2ccccc12)N1C(=O)[C@H]2[C@H](C1=O)C1(Cl)c3ccccc3C2(Cl)c2ccccc21	c1c2c(ccc1)C1(Cl)[C@H]3C(=O)N([C@@H](C(C)C)C(=O)Nc4cccc5ccccc54)C(=O)[C@@H]3C2(Cl)c2ccccc21
C[C@@H](c1cccc(C(F)(F)F)c1)N(C)C(=O)[C@@H](C)NC(=O)c1cccc(Cl)c1Cl	C(=O)(c1cccc(Cl)c1Cl)N[C@@H](C(N(C)[C@@H](C)c1cc(C(F)(F)F)ccc1)=O)C
CCCN(C(=O)c1nccc2occc12)c1ccc(CC)cc1	C(CN(C(c1c2ccoc2ccn1)=O)c1ccc(CC)cc1)C
Cc1cc(C(=O)COC(=O)Cc2cncs2)c(C)n1C1CC1	c1(CC(OCC(c2cc(C)n(C3CC3)c2C)=O)=O)scnc1
C[C@@H](O)C(=O)N1CCCC12CN(C(=O)[C@H]1COC3(CCN(C(=O)OC(C)(C)C)CC3)C1)C2	C(N1CCC2(OC[C@H](C(N3CC4(CCCN4C([C@H](O)C)=O)C3)=O)C2)CC1)(OC(C)(C)C)=O
Cc1cccnc1C(=O)NCCN(C)C(=O)C1CCN(C)CC1	C1N(C)CCC(C(N(CCNC(c2ncccc2C)=O)C)=O)C1
CON=CC(=O)NOCC(F)F	C(NOCC(F)F)(C=NOC)=O
CC[C@H](C)[C@H](O)C(=O)N1CC2(CCCN2C(=O)c2cn3c4c(c(F)c(F)cc4c2=O)OC[C@@H]3C)C1	[C@H](O)([C@H](CC)C)C(N1CC2(C1)N(C(c1cn3c4c(cc(F)c(F)c4OC[C@@H]3C)c1=O)=O)CCC2)=O
C[C@H](CCc1ccccc1)NC(=O)[C@@H]1[C@@H]2C(=O)N3[C@H](c4ccco4)CC(=O)[C@H](C)[C@H]3[C@]23C=C[C@H]1O3	[C@]123[C@H]([C@@H](C(=O)N[C@@H](CCc4ccccc4)C)[C@H](O1)C=C2)C(=O)N1[C@H](c2occc2)CC(=O)[C@H](C)[C@@H]31
C[C@@H](Cn1c([C@@H]2CCO[C@H]2C(C)(C)C)nnc1N(CCC#N)CC1CC1)N(C)C(=O)OC(C)(C)C	C1C(CN(c2nnc([C@@H]3CCO[C@H]3C(C)(C)C)n2C[C@H](C)N(C)C(OC(C)(C)C)=O)CCC#N)C1
CC(=O)N[C@@H](CSCc1ccccc1)C(=O)Nc1ccn(C)n1	N([C@@H](CSCc1ccccc1)C(=O)Nc1nn(C)cc1)C(=O)C
CCC[C@@H]1C[C@H]1C(=O)N1[C@H]2CC[C@@H]1C[C@@H]2NC(=O)c1c(Cl)nc2ccccn12	O=C(N1[C@H]2CC[C@@H]1C[C@@H]2NC(=O)c1n2ccccc2nc1Cl)[C@H]1[C@H](CCC)C1
O=C(NC[C@H]1CCN(C(=O)c2csnn2)[C@H]1c1cccnc1)c1ccc([N+](=O)[O-])o1	n1c(C(=O)N2CC[C@H](CNC(c3ccc([N+]([O-])=O)o3)=O)[C@@H]2c2cccnc2)csn1
Cc1cc(Cl)c(Cl)cc1C(=O)N1CCC([C@H]2CCCCN2C(=O)Cn2cncn2)CC1	c1n(CC(=O)N2[C@@H](C3CCN(C(=O)c4cc(Cl)c(Cl)cc4C)CC3)CCCC2)ncn1
NC(=O)CCNC(=O)c1ccc(F)c(NC(=O)C2[C@H]3CCCCCC[C@H]23)c1	N(C(c1cc(NC(C2[C@H]3CCCCCC[C@@H]32)=O)c(F)cc1)=O)CCC(=O)N
C/C(=C\c1ccco1)C(=O)NN1CCCC[C@H]1C	O=C(/C(=C/c1occc1)C)NN1[C@H](C)CCCC1
Cc1ccc(C(=O)NC[C@@H]2CCN(C(=O)C3(F)CCOCC3)C2)cn1	C1C(C(=O)N2CC[C@@H](CNC(=O)c3ccc(C)nc3)C2)(F)CCOC1
COCCCN[C@@H]1CCCC[C@H]1NC(=O)COc1ccc(C)cc1C	c1(C)cc(C)ccc1OCC(N[C@H]1[C@H](NCCCOC)CCCC1)=O
O=C(O)[C@@H](O)CCNCc1cn2ccc(Br)cc2n1	O=C([C@H](CCNCc1cn2ccc(Br)cc2n1)O)O
CC(C)Cn1ccc(C(=O)N2CCC[C@@H]2CNCc2cnn(C)c2)n1	C1CN(C(c2nn(CC(C)C)cc2)=O)[C@@H](CNCc2cn(C)nc2)C1
Fc1ccc(Nc2cnn(C3COC3)c2)c(F)c1F	Fc1c(F)c(F)ccc1Nc1cn(C2COC2)nc1
O=C(NCCNCCOCc1ccccc1)c1cccc2nn[nH]c12	O(CCNCCNC(c1cccc2c1[nH]nn2)=O)Cc1ccccc1
CC[C@@H](C)c1ccc(S(=O)(=O)N2CCN(C(=O)Nc3ccc(C(C)=O)cc3)CC2)cc1	c1c(C(=O)C)ccc(NC(=O)N2CCN(S(=O)(=O)c3ccc([C@@H](CC)C)cc3)CC2)c1
Cc1nc(N)[nH]c(=O)c1C=O	O=Cc1c(C)nc(N)[nH]c1=O
COc1cccc(/C=C/C(=O)N2CC[C@@H](CNC(=O)Cc3c(F)cccc3F)[C@@H]2c2cccnc2)c1	[C@H]1(c2cccnc2)[C@H](CNC(Cc2c(F)cccc2F)=O)CCN1C(=O)/C=C/c1cccc(OC)c1
CCc1cccc(C(=O)OC)c1NC(=O)c1nccs1	C(OC)(=O)c1cccc(CC)c1NC(=O)c1nccs1
COC(=O)[C@@H]1CC=CC[C@@H]1C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)c3cnc(C(F)(F)F)cn3)[C@H]2C1	n1c(C(=O)NC[C@@H]2OC[C@@H]3CCN(C([C@@H]4[C@H](C(OC)=O)CC=CC4)=O)C[C@H]23)cnc(C(F)(F)F)c1
NCc1ccccc1CNc1ncnc2cc(F)ccc12	c1c(CNc2ncnc3cc(F)ccc23)c(CN)ccc1
C[C@@H](NC(=O)c1ccc(F)cc1)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1ccc3cnccc3n1)C2	n1c(C(N[C@H]2C[C@H]3CC[C@H](N3C([C@H](NC(=O)c3ccc(F)cc3)C)=O)C2)=O)ccc2c1ccnc2
C[C@H](C(=O)NC[C@@H]1CCN(C(=O)c2n[nH]cc2[N+](=O)[O-])[C@@H]1c1cccnc1)n1ccnn1	n1nccn1[C@H](C)C(NC[C@@H]1CCN(C(=O)c2n[nH]cc2[N+](=O)[O-])[C@@H]1c1cnccc1)=O
CCN(CCNC(=O)OC(C)(C)C)CCSC(C)C	C(OC(C)(C)C)(NCCN(CCSC(C)C)CC)=O
C[C@@H](NC(=O)OCc1ccccc1)C(=O)N1CCO[C@@]2(CCN(C(=O)c3ccc([N+](=O)[O-])[nH]3)C2)C1	[nH]1c(C(N2CC[C@]3(CN(C([C@H](NC(OCc4ccccc4)=O)C)=O)CCO3)C2)=O)ccc1[N+](=O)[O-]
O=C(Cc1ccc(O)cn1)N1CC[C@@]2(C1)CN(C(=O)[C@@H]1CCc3nc(O)nc(O)c3C1)CCO2	c1(O)ccc(CC(N2CC[C@]3(CN(C(=O)[C@@H]4CCc5c(c(O)nc(O)n5)C4)CCO3)C2)=O)nc1
C[C@H](Cc1ccc(F)cc1)C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)c3cc(C(C)(C)C)n[nH]3)C[C@@H]21	c1c(F)ccc(C[C@H](C(=O)NC[C@H]2[C@@H]3[C@@H](CCN(C(=O)c4cc(C(C)(C)C)n[nH]4)C3)CO2)C)c1
Cn1ccc(CN2CC[C@H](NC(=O)C3(C)C[C@H]4C[C@@H]4C3)C2)n1	N([C@H]1CCN(Cc2nn(C)cc2)C1)C(C1(C)C[C@@H]2[C@@H](C1)C2)=O
O=C(OCc1ccccc1)N1CC[C@]2(C[C@@H]2C(=O)N2CC[C@]3(CN(C(=O)[C@H]4CCOC4)CCO3)C2)C1	C1C[C@@]2(CN1C([C@H]1C[C@]13CCN(C(=O)OCc1ccccc1)C3)=O)CN(C(=O)[C@@H]1COCC1)CCO2
